Date,Close,High,Low,Open,Volume
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2015-04-15,197.64987182617188,201.0629662049741,194.12977229541912,197.08279165966744,22231264
2015-04-16,198.65562438964844,200.72060537180948,196.65483793114063,197.83176610044086,20177302
2015-04-17,198.33462524414062,202.06870646427583,197.42517431286709,200.08931830250222,23958678
2015-04-20,189.51834106445312,200.6029102446017,187.98832866102612,200.57081298131627,37628162
2015-04-21,187.54966735839844,191.62614869475382,186.6937259818531,190.4813033556473,17707007
2015-04-22,188.2558135986328,189.75372868672946,185.52746060719113,188.71588864090145,14761313
2015-04-23,187.6780548095703,190.32080090490365,185.9661436324908,189.13317359628937,13337818
2015-04-24,188.07391357421875,189.261555120083,185.88054353589987,187.66734825610772,12709854
2015-04-27,187.3035430908203,189.9141915136545,186.47968489466817,188.3199848361796,11042925
2015-04-28,185.1422882080078,188.73728146053793,183.71926677201776,187.17517189242346,14687371
2015-04-29,181.88967895507812,186.28713262752606,181.33331210166938,184.4575314648479,16387960
2015-04-30,184.53240966796875,185.29207341183803,181.45098691360175,181.88966376387205,34802149
2015-05-04,190.65248107910156,191.2837415212092,184.13655114361163,185.3562756781583,15078502
2015-05-05,190.90927124023438,192.97425238020904,189.40065696560288,191.24095725562034,17846755
2015-05-06,188.36280822753906,191.8936071281178,186.59740163500163,190.449187448177,22438208
2015-05-07,186.3299102783203,187.97761249745054,184.02953519601593,187.23936122445218,16735535
2015-05-08,192.78370666503906,193.66128055427376,186.5865489273437,188.73171668816587,17104443
2015-05-11,194.13795471191406,194.89634124164493,191.41856237680594,193.46622481088792,14214007
2015-05-12,188.2333221435547,193.91043813383442,187.4641016894681,193.91043813383442,16650201
2015-05-13,191.78692626953125,192.55616113947642,185.74144403277268,189.2408906213158,16701434
2015-05-14,190.2918243408203,192.02530419974357,188.58002672137943,191.98195418524813,12329713
2015-05-15,189.3708953857422,192.1877926328846,188.53667166955964,191.09354117897246,8331715
2015-05-18,193.18455505371094,193.71542999490362,188.99172496056983,189.57676933816288,9847540
2015-05-19,194.05130004882812,196.04479321846367,192.11197631701208,193.11955678939376,14513036
2015-05-20,196.9331817626953,197.3990533812929,194.51715257126492,195.10221141468998,8708891
2015-05-21,194.31130981445312,198.3524655180063,193.7370993195459,197.45322393762726,10759523
2015-05-22,195.84974670410156,196.22894719056876,194.36546088172898,194.36546088172898,8349048
2015-05-25,193.8237762451172,196.74901270889325,193.35790460987272,195.01553282022468,6617337
2015-05-26,191.67860412597656,194.14880278423198,191.2669019388558,193.9321105709988,9510249
2015-05-27,191.8302764892578,193.04371526270762,190.72519105349517,191.98195091176316,8078236
2015-05-28,189.7717742919922,193.76959430839705,188.94836995153776,191.9494434355898,26538868
2015-05-29,190.03182983398438,192.07949263310218,189.18675759596184,190.66020983597693,29277517
2015-06-01,195.50306701660156,196.07729197792483,190.24848698121735,190.6818569418261,19594976
2015-06-02,194.72299194335938,199.0891638182213,193.162868929824,196.26144718439295,20178960
2015-06-03,194.22463989257812,197.2798829353339,192.52367617228163,194.7988503909652,15546279
2015-06-04,197.7674560546875,198.5258427687347,193.40126849474342,195.92563701926028,15931395
2015-06-05,196.69483947753906,198.68833263238542,195.97977397468765,197.16071110380008,13066337
2015-06-08,191.86279296875,197.18239116374951,191.35358576082993,196.48899339266464,10846953
2015-06-09,191.48358154296875,192.9895207266513,190.10763453551544,191.45106541832612,9153355
2015-06-10,196.2722930908203,197.16070074673922,191.7652659542079,191.98194369249617,13509379
2015-06-11,190.06431579589844,197.0740436292606,189.30591472916151,196.31564256252366,14676438
2015-06-12,192.8162078857422,193.43375398751428,190.3026734606885,190.46519625076468,21543824
2015-06-15,195.39474487304688,196.09897654351116,192.84870879287914,193.91045877827077,12858570
2015-06-16,195.87144470214844,196.09897081492593,193.5421009211202,194.7988608597588,13929305
2015-06-17,201.77606201171875,204.1920910592102,193.71541890528601,196.10978017945774,26232634
2015-06-18,212.1227264404297,212.78360803283346,202.0577558092228,202.068589696566,49366799
2015-06-19,215.95803833007812,218.0707042204091,212.8919614243679,212.8919614243679,45710935
2015-06-22,214.8854522705078,218.56907518026225,213.75868460509787,216.02303935867965,19394187
2015-06-23,215.6005096435547,217.26897171965564,214.7337697106197,215.09130246423751,16007498
2015-06-24,214.7121124267578,218.0815528707161,213.79120301107568,215.600520178202,18603004
2015-06-25,217.6698455810547,218.63409052655854,213.4336797251095,213.86704970264185,27175118
2015-06-26,216.8356170654297,219.7391712625162,215.68718158723644,216.66226039948327,20966796
2015-06-29,214.7012481689453,215.35131029069248,210.61675722503782,214.062034398213,20168946
2015-06-30,216.70558166503906,217.30145990780647,214.08370871818144,214.4954108840201,23184864
2015-07-01,217.90818786621094,218.94826994196328,216.9006074512966,216.9006074512966,14824266
2015-07-02,219.0349578857422,220.96344776834275,218.22238737335263,218.63408957343708,15931202
2015-07-03,218.2440643310547,219.67418097150517,217.34482267859678,218.79660709551754,13831096
2015-07-06,220.05335998535156,220.7792448905271,215.64383772501822,215.83886215863217,12237733
2015-07-07,217.3881378173828,220.28085783439928,216.68390626614732,219.06743361780875,11294999
2015-07-08,215.9471893310547,218.5690622076381,214.8746056299282,215.7846665677699,15190654
2015-07-09,213.95370483398438,216.90060888964751,213.03279550853105,215.81717679445802,16245867
2015-07-10,217.07395935058594,217.55066486199772,214.5712590317913,214.75543511811003,16110573
2015-07-13,218.20069885253906,219.3924697883684,215.6329953706103,217.07394570167386,9860248
2015-07-14,216.20721435546875,219.17578622860862,215.6438377578284,218.61240963096824,9942927
2015-07-15,219.0999755859375,219.8041928022625,216.5864411338888,216.62977668784907,13532911
2015-07-16,221.8193359375,222.70774365060794,219.09995782458657,219.28413391398746,14854295
2015-07-17,221.3859405517578,223.4336029331818,220.5842184960577,222.1551754128217,10195142
2015-07-20,222.046875,223.17362830632285,220.5625889171529,222.70775664735797,6348354
2015-07-21,218.37403869628906,222.84856405593627,217.27978721741857,222.75105907623913,7923338
2015-07-22,227.6047821044922,228.37400251034651,217.680652782599,217.7673238745862,17309440
2015-07-23,226.4997100830078,231.38592336156816,225.61130240891728,228.27651096672008,18642915
2015-07-24,222.1118621826172,227.44227945589282,221.25595614461758,227.08476116982928,13099664
2015-07-27,217.84315490722656,223.16275213635112,217.06310063697762,222.07933458827517,20118553
2015-07-28,218.9049530029297,220.30255346670745,216.70560144358734,218.48241691164836,13382878
2015-07-29,215.81716918945312,219.43580304164527,214.9721115673716,218.7424053680006,14790821
2015-07-30,216.71641540527344,218.4173935018678,215.0154517731475,216.7055815184026,11701228
2015-07-31,217.0847930908203,218.39573686243116,214.51708944918366,216.68392479169393,16634259
2015-08-03,217.2147979736328,219.68499660837472,216.55391638172432,216.90061524091573,9887787
2015-08-04,214.0836944580078,217.90817198699736,212.35022927956302,217.4206326454867,12006872
2015-08-05,214.02957153320312,216.85730322128947,213.2386687429892,214.137910418309,14345010
2015-08-06,212.1227264404297,214.95045782381723,211.8085437074771,214.73376561248432,8708037
2015-08-07,213.29283142089844,215.38382955320594,211.7326937727728,212.1335620722365,8608888
2015-08-10,209.94505310058594,214.2570558941865,208.991642104184,213.3253271365139,9288894
2015-08-11,209.31668090820312,210.97430909372304,207.58320104550285,210.40009859015612,8762464
2015-08-12,204.31129455566406,209.31669559037923,203.80208734156048,208.7966544879856,9650325
2015-08-13,202.241943359375,206.70563505879738,201.38603734301736,205.19968134701904,9340350
2015-08-14,209.52252197265625,210.61677352752332,202.4477910074001,203.73706699967414,12739366
2015-08-17,206.0014190673828,209.31669004764746,204.9938385541466,209.31669004764746,10857430
2015-08-18,204.57127380371094,207.14981110964905,204.15958611725407,207.14981110964905,6630334
2015-08-19,206.8464813232422,208.2332478499668,203.56371216469807,204.54962485456264,8877298
2015-08-20,198.54745483398438,208.00571234605115,197.9949121712965,208.00571234605115,19008087
2015-08-21,196.73817443847656,197.59408047605146,194.36548076434084,197.18237828844065,20050521
2015-08-24,179.7501220703125,190.68183120316894,177.24742209558053,190.68183120316894,35635706
2015-08-25,183.7804718017578,186.48903049306983,178.37421723569062,182.19868081612418,49504268
2015-08-26,184.91806030273438,189.5550940551504,182.01449183987322,183.70462158202437,18955515
2015-08-27,188.33082580566406,190.952698806604,185.70895280472413,187.82161864741838,26997546
2015-08-28,189.03504943847656,191.3318912652094,187.66993632773065,189.5984260085142,10770215
2015-08-31,185.45977783203125,189.13256689851062,185.00474009842287,189.13256689851062,20708942
2015-09-01,181.98199462890625,185.02640369526745,180.95274642396473,185.02640369526745,21645696
2015-09-02,184.08383178710938,185.71979218121754,182.5778780420635,184.18133677390608,19652369
2015-09-03,185.01556396484375,186.51068373301473,182.96790150674747,185.05889951193842,11659978
2015-09-04,181.1260986328125,184.11633842893372,178.785906564053,184.11633842893372,16199949
2015-09-07,180.54103088378906,182.88122264990997,179.34927446033484,181.63528233041902,10234633
2015-09-08,183.8779754638672,184.82055260877092,178.78590367545448,181.14776348148376,12900468
2015-09-09,189.392578125,190.4001585674475,184.2896725893102,186.5648612324831,17340694
2015-09-10,187.86492919921875,188.62333012436085,185.37306317505684,186.5648339910706,11074406
2015-09-11,186.55404663085938,189.8368015913761,185.52479830752594,188.94839381674902,10634833
2015-09-14,187.1824188232422,187.58328714040942,184.59304729022588,186.72738106652122,7964072
2015-09-15,187.86492919921875,188.51499126775965,185.39473094637708,186.78151170427302,11509788
2015-09-16,189.0675506591797,190.10763270367417,187.47492593257678,188.9700456795961,13424811
2015-09-18,194.01878356933594,194.90717674620063,190.06429919475207,190.34598024990214,34261453
2015-09-21,190.27015686035156,192.4586599979373,189.82595300742656,190.68185905070663,12732187
2015-09-22,183.72628784179688,191.74359547691992,182.98956907753552,190.6818456453404,15745524
2015-09-23,184.25717163085938,185.65478648382367,182.01449910532168,182.66454680679405,15221260
2015-09-24,181.44029235839844,183.7479682552496,180.8769157435693,183.7479682552496,29076982
2015-09-28,180.7685546875,182.2095050578179,179.56596429662866,181.97115954283998,11624639
2015-09-29,182.177001953125,184.23549833313385,179.00258628744294,179.8476583991511,15853471
2015-09-30,186.84654235839844,187.3882511851364,181.68946738490803,184.39802598306673,17292020
2015-10-01,187.3665771484375,189.37090407971954,186.0448140197395,189.37090407971954,8663393
2015-10-05,192.41529846191406,192.8486683687886,186.74901694329932,186.9548752429101,16015412
2015-10-06,194.593017578125,195.12389255692386,191.92779433161317,194.07297648737367,12330294
2015-10-07,198.00576782226562,198.926677182794,193.0653849737483,193.8671071080723,11515191
2015-10-08,192.65365600585938,198.24410025200763,192.03611004369932,198.24410025200763,10753149
2015-10-09,192.27447509765625,196.1964579170952,191.0068813865872,193.726259352649,9327873
2015-10-12,193.22789001464844,195.3622236602024,192.41531954217825,192.41531954217825,6212395
2015-10-13,193.62875366210938,194.21379802388637,191.31022952450718,191.77610112942506,6162561
2015-10-14,195.65476989746094,196.09897377724155,193.7046121674857,194.1054804945531,8002587
2015-10-15,195.81724548339844,197.39903628639732,195.03719120049996,196.6839853217014,9048478
2015-10-16,198.2224578857422,198.2224578857422,195.81726257991463,195.99060477692237,15246935
2015-10-19,208.77496337890625,209.20831886207756,203.89956954854145,203.89956954854145,33505855
2015-10-20,207.30149841308594,209.46833355166953,206.49976189028675,209.09996694948063,18091895
2015-10-21,206.93312072753906,211.22345522930127,206.4997508301401,207.04145958577203,14404450
2015-10-23,207.07398986816406,210.8442983715975,203.93207575828222,208.8724730213134,12153422
2015-10-26,204.3004608154297,208.66663351525426,203.96459581372383,208.42828797270005,10938775
2015-10-27,203.5853729248047,205.4705271397162,203.1195013146315,203.4228646181636,11601798
2015-10-28,203.02198791503906,204.7446337519029,201.49436650252918,203.01115402837874,11958727
2015-10-29,203.8995819091797,204.76632185700262,202.58863809970921,202.8161642066358,13280382
2015-10-30,205.3513641357422,207.1281650994893,203.7045698234833,204.13792532844397,13366359
2015-11-02,207.97320556640625,208.3415721539504,204.80962407553048,205.63301387393435,7222044
2015-11-03,209.57667541503906,210.28090697028475,208.28741398562846,208.72078391244088,11373522
2015-11-04,206.13140869140625,211.26683028976163,205.0263232774512,209.75004270123327,10033187
2015-11-05,202.9461669921875,206.06641338752812,202.16611262558703,205.6330434218748,10767454
2015-11-06,206.36978149414062,206.87898868432345,203.2278672507946,203.56371777200965,8367190
2015-11-09,208.2874298095703,209.0999858276653,200.0967650530466,202.27444873910952,17031699
2015-11-10,199.945068359375,207.9082061294623,198.5474536494006,207.366497356246,11486238
2015-11-13,202.17697143554688,203.36872813964976,198.15748295082702,198.2766557283431,13682323
2015-11-16,202.4477996826172,204.1162618048777,200.37846924544863,200.64933090616046,15346549
2015-11-17,201.02850341796875,203.444532567793,200.69265291728763,203.26035648677433,8588142
2015-11-18,197.61573791503906,201.79773396818385,197.17153408830822,200.99599740979772,11249222
2015-11-19,202.54527282714844,203.4011787616392,198.7533114246796,199.11084413197418,12183206
2015-11-20,205.1671600341797,206.45643596971328,200.55179403088277,202.38277877631685,11304265
2015-11-23,206.66229248046875,207.56153407790757,205.02633206364482,205.84973644807764,10499517
2015-11-24,209.68502807617188,210.53010021227826,206.07724236351615,206.49977843156933,14806176
2015-11-26,214.22454833984375,214.93961379970938,209.80420679653648,210.4000850367789,23805828
2015-11-27,212.14437866210938,215.058780930578,211.07179496482988,214.30037994321728,10891864
2015-11-30,209.5550079345703,213.30364840482852,208.51492589455523,212.02520639572313,29919205
2015-12-01,209.2949981689453,212.09021327421635,208.2874177717434,208.88329600776646,12981379
2015-12-02,211.90603637695312,212.28523687639364,208.9916340642138,209.37083456365434,7573628
2015-12-03,211.74354553222656,214.28958161605505,211.07182999026026,211.24517220380758,11361395
2015-12-04,209.19747924804688,211.52683722866837,208.3199199541801,210.68176513068136,13443688
2015-12-07,206.29396057128906,210.83349009030948,205.79558722952942,209.19751504828244,14483909
2015-12-08,203.87791442871094,206.62979423999667,202.83783227560627,205.61137986239547,7532164
2015-12-09,198.46078491210938,204.43042983888188,197.79990338313576,202.85947293148928,9174419
2015-12-10,205.92556762695312,206.67312031200535,199.34921002517478,199.89091885238525,18592203
2015-12-11,206.4889373779297,207.79988108567747,204.31126825408217,206.2289240924403,18155513
2015-12-14,206.95481872558594,208.77496966760688,204.9829933598863,205.32969222133534,10563900
2015-12-15,211.46185302734375,211.90605689006546,206.6406283284482,207.36652773745791,15718833
2015-12-16,212.05770874023438,213.98619841445978,210.94178949059952,211.4618305122864,12097338
2015-12-17,218.78573608398438,219.93417143545585,211.91686407028837,212.36106787702778,19369032
2015-12-18,214.9287872314453,218.63407790552466,214.5170850533323,217.50732470766613,16016139
2015-12-21,214.9721221923828,216.46724201546115,213.2928262873884,214.0620467410362,12331769
2015-12-22,213.9320526123047,217.24730906758558,213.21698708820668,215.1238091998418,11579277
2015-12-23,217.50730895996094,218.1790243822691,214.51706952212285,214.90710389759477,12919467
2015-12-24,216.8031005859375,218.24405102678202,215.88220567761783,217.5289999823818,11901877
2015-12-28,218.93743896484375,219.66332386434127,216.6839181277839,216.81392477286366,12885935
2015-12-29,220.02084350585938,220.7358944757029,218.2331943845487,218.93742593241504,14913870
2015-12-30,217.65899658203125,220.15086293148974,217.1172877638419,219.9341851900015,8151610
2015-12-31,219.84750366210938,220.95260355737904,216.4889118206147,217.42065505504476,18483713
2016-01-01,220.01002502441406,220.7792454803435,218.46073576088267,218.8074201514001,5416562
2016-01-04,215.66552734375,219.67418172017918,213.80204070307235,217.76735952641326,30170947
2016-01-05,217.79983520507812,218.85075117102275,216.03386823402062,216.74891923913347,14946239
2016-01-06,223.66114807128906,225.00459348881043,216.77059325149128,218.33071641483755,26759864
2016-01-07,219.5549774169922,222.7510607850581,218.42822426957886,221.2451071381122,19739943
2016-01-08,222.26353454589844,223.81282383121436,220.3025430765852,221.0176085710197,21313199
2016-01-11,227.8648223876953,229.85831559754763,219.06745961234898,220.1400434317524,29016443
2016-01-12,226.53221130371094,230.85504797832004,225.58963419577407,228.60154160053855,23373377
2016-01-13,233.33609008789062,236.1313198658129,226.9114067252699,228.18984885104433,71802356
2016-01-14,230.04246520996094,234.23530947936928,228.1789933324697,230.51917068198614,27823189
2016-01-15,232.56683349609375,236.07711399088967,230.89837157336237,231.7976130862865,28767318
2016-01-18,220.33502197265625,234.87451677173277,218.4390484878486,232.9351932775111,27254669
2016-01-19,226.13133239746094,227.47476326556642,219.73915126171534,222.9677507216408,21489315
2016-01-20,217.6698455810547,224.24620352988683,214.51709743670557,224.24620352988683,45114225
2016-01-21,213.2603302001953,222.26355164615845,211.63520357835517,220.48675058966492,31768619
2016-01-22,217.58316040039062,219.0674463300032,215.39465734314572,215.39465734314572,23682648
2016-01-25,217.53981018066406,220.74672734037276,216.68390422652828,218.85073936338725,13099564
2016-01-27,216.5430908203125,218.8507667692877,216.02304974376474,218.43907903472584,17251028
2016-01-28,220.3459014892578,221.407665953723,216.05556593535894,216.9006381657508,23074633
2016-01-29,224.35452270507812,225.35126922652623,220.58422882125657,220.79007267188388,19177163
2016-02-01,223.24945068359375,225.741317136433,222.2202024398864,225.34044883358007,9918809
2016-02-02,216.93310546875,223.79114382847345,214.62541526566855,223.2494350258033,14771279
2016-02-03,212.65359497070312,215.38382128565348,211.26682850366376,214.08371145027684,15691478
2016-02-04,210.84429931640625,216.90061592956934,209.25167447968684,214.08371842669246,18203784
2016-02-05,210.37843322753906,212.7836141446888,208.3199367153294,212.15523419626544,20998404
2016-02-08,208.24407958984375,213.39032037829412,207.57234969056293,210.42174865802698,12078110
2016-02-09,207.47486877441406,209.92339975651325,205.84974219975453,206.47812216097438,19603494
2016-02-10,208.5907745361328,210.83346150218782,205.55719934236797,206.21809538853444,16883350
2016-02-11,200.33514404296875,209.30586400637196,198.37415238299607,208.63413399605184,17114833
2016-02-12,196.434814453125,202.36112456290016,192.43699420019152,202.36112456290016,29319458
2016-02-15,205.14549255371094,206.14223907966806,198.9158339987131,198.9158339987131,19283523
2016-02-16,201.63522338867188,207.583186330241,200.86598849962294,206.08806656366005,13024856
2016-02-17,206.41311645507812,207.46403249578233,198.56915029245238,202.6211400267671,15442221
2016-02-18,203.70455932617188,209.90171630139076,202.81615165784507,208.65577589542633,14433087
2016-02-19,204.6254425048828,206.4455932858489,203.10865500890037,203.68287991952667,10235503
2016-02-22,208.5149383544922,209.81504821443392,204.57128769025144,204.57128769025144,12770834
2016-02-23,205.7738800048828,209.57667543865958,204.2787602662221,208.68826781181738,18989787
2016-02-24,206.42393493652344,207.70236252456638,204.11624469562528,204.74463906717372,15186204
2016-02-25,204.57127380371094,207.2689983254598,203.867056717672,206.75979119616358,24826958
2016-02-26,205.92556762695312,207.74571854364044,204.6146238757118,206.49977811592808,8349402
2016-02-29,209.45753479003906,215.5138518788519,202.59948104398057,206.13142985510305,31032353
2016-03-01,212.63192749023438,213.44449794652522,209.0241418575042,209.0349757445356,16453192
2016-03-02,217.0089569091797,217.92986627345962,213.9212121921017,215.14547040567058,20105967
2016-03-03,219.46829223632812,220.5842114253982,216.142187976692,218.85073180421173,15880459
2016-03-04,218.07069396972656,219.93418036350587,217.44231406873183,219.71748816230425,8987660
2016-03-08,222.53439331054688,223.3794509778336,218.30904711623754,218.30904711623754,13222993
2016-03-09,225.7196502685547,226.19635578599065,220.71424956771168,221.01761288406888,11854901
2016-03-10,219.22994995117188,226.62971166682465,218.6340717075315,225.79547344704704,20706353
2016-03-11,219.8258056640625,223.0869065362041,218.98074810847237,219.91249121479854,15319044
2016-03-14,220.96343994140625,222.4043758939567,219.4899878621999,220.82258494079457,11880095
2016-03-15,221.12594604492188,222.71857086958101,219.95585728894147,221.88433261951093,10487788
2016-03-16,221.39678955078125,222.2743633354288,217.8648555669135,221.2342812441683,11064129
2016-03-17,222.62957763671875,227.20926193421207,221.7530789750696,225.03994164259063,16832997
2016-03-18,225.08377075195312,225.73018158313377,222.56384800707525,223.12261189536045,14030979
2016-03-21,227.29689025878906,228.2172123154116,224.10864528800602,225.24808467843135,12708074
2016-03-22,229.60867309570312,230.5728040834198,226.93535360520687,227.23117666128962,15333442
2016-03-23,225.5220184326172,229.40049801845998,224.0319765323896,229.40049801845998,16806372
2016-03-28,223.5937042236328,226.06980322445057,222.55286763668943,225.69728913083102,18070240
2016-03-29,227.0668487548828,228.3268028547785,223.54991266513605,224.33874980426646,15871250
2016-03-30,229.43336486816406,230.46324569087028,228.48017511967453,228.48017511967453,14453294
2016-03-31,229.02796936035156,231.39450978763205,226.28892945213528,228.1076618977725,30833349
2016-04-01,226.6724090576172,229.2690228040276,224.60169158101996,227.6913339945881,12381116
2016-04-04,226.8038787841797,228.37061172134196,224.66742610871532,227.88853892319,8632568
2016-04-05,225.0289764404297,228.41442714847713,223.98813980814438,225.99312200278408,10259495
2016-04-06,226.51902770996094,227.16543852512137,224.07579610066784,226.15746945215102,6990781
2016-04-07,227.2859649658203,229.64154975769242,223.9662491481989,226.77102453479034,8789163
2016-04-08,227.0887451171875,231.05487153542248,225.96026151232513,226.99012768256125,13411752
2016-04-11,227.9542694091797,229.09372348952124,226.35466890257615,227.23116754058466,10308361
2016-04-12,229.51002502441406,231.7122272811763,227.46121952274746,227.95424813219276,11164859
2016-04-13,233.59671020507812,234.44034127096924,230.63855279527326,230.63855279527326,16038542
2016-04-18,233.31185913085938,233.7610643358609,231.2630533526454,233.54193235357084,19065716
2016-04-20,227.29689025878906,234.28693798965375,226.9681996307595,234.28693798965375,21687934
2016-04-21,228.1405487060547,230.5180305732545,226.7929330590013,228.19532804609827,11380697
2016-04-22,227.658447265625,229.5319443415648,225.5439064964698,227.66940313225635,11705087
2016-04-25,222.82679748535156,228.86365643953263,221.81882834827354,228.86365643953263,61157544
2016-04-26,222.83775329589844,224.36066286940812,220.76703568084287,222.49812137908302,26429236
2016-04-27,223.3745880126953,224.80985052776592,222.62957440025272,223.0459119898499,14502641
